,date,Branch,City,Customer_Type,Gender,Product name,Unit price,Quantity,Tax 5%,Total,Payment,Shipping_Method,Invoice ID,Date,Time,cogs,gross margin percentage,gross income,Rating
813,2019-03-22,A,Yangon,New,Male,Electronic accessories,95.15,1,4.7575,99.9075,Cash,Customer Paid,674-56-6360,3/22/2019,14:00,95.15,4.761904762,4.7575,6.0
467,2019-03-22,B,Mandalay,New,Male,Sports and travel,37.02,6,11.106,233.226,Cash,Customer Paid,554-53-3790,3/22/2019,18:33,222.12,4.761904762,11.106,4.5
414,2019-03-22,A,Yangon,New,Male,Home and lifestyle,50.93,8,20.372,427.812,Ewallet,Free,472-15-9636,3/22/2019,19:36,407.44,4.761904762,20.372,9.2
574,2019-03-22,A,Yangon,New,Male,Sports and travel,85.91,5,21.4775,451.0275,Credit card,Free,550-84-8664,3/22/2019,14:33,429.55,4.761904762,21.4775,8.6
98,2019-03-23,A,Yangon,New,Male,Food and beverages,52.75,3,7.9125,166.1625,Ewallet,Free,865-92-6136,3/23/2019,10:16,158.25,4.761904762,7.9125,9.3
736,2019-03-23,C,Naypyitaw,Existing,Female,Home and lifestyle,81.2,7,28.42,596.82,Credit card,Free,386-27-7606,3/23/2019,15:59,568.4,4.761904762,28.42,8.1
150,2019-03-23,B,Mandalay,Existing,Female,Fashion accessories,91.54,4,18.308,384.468,Credit card,Free,608-96-3517,3/23/2019,19:20,366.16,4.761904762,18.308,4.8
197,2019-03-23,A,Yangon,New,Female,Home and lifestyle,25.29,1,1.2645,26.5545,Ewallet,Free,856-22-8149,3/23/2019,10:13,25.29,4.761904762,1.2645,6.1
887,2019-03-23,A,Yangon,Existing,Female,Electronic accessories,73.47,10,36.735,771.435,Ewallet,Free,884-80-6021,3/23/2019,13:14,734.7,4.761904762,36.735,9.5
802,2019-03-23,C,Naypyitaw,Existing,Male,Fashion accessories,67.39,7,23.5865,495.3165,Ewallet,Free,474-33-8305,3/23/2019,13:23,471.73,4.761904762,23.5865,6.9
487,2019-03-23,A,Yangon,New,Male,Fashion accessories,37.15,4,7.43,156.03,Ewallet,Free,795-49-7276,3/23/2019,18:59,148.6,4.761904762,7.43,8.3
178,2019-03-23,A,Yangon,New,Male,Food and beverages,73.88,6,22.164,465.444,Ewallet,Free,407-63-8975,3/23/2019,19:16,443.28,4.761904762,22.164,4.4
38,2019-03-23,C,Naypyitaw,New,Female,Health and beauty,54.92,8,21.968,461.328,Ewallet,Free,333-73-7901,3/23/2019,13:24,439.36,4.761904762,21.968,7.6
182,2019-03-23,A,Yangon,Existing,Male,Sports and travel,15.5,10,7.75,162.75,Ewallet,Free,851-28-6367,3/23/2019,10:55,155.0,4.761904762,7.75,8.0
740,2019-03-23,C,Naypyitaw,New,Male,Home and lifestyle,55.61,7,19.4635,408.7335,Cash,Customer Paid,733-29-1227,3/23/2019,12:41,389.27,4.761904762,19.4635,8.5
334,2019-03-24,C,Naypyitaw,Existing,Male,Sports and travel,14.7,5,3.675,77.175,Ewallet,Free,835-16-0096,3/24/2019,13:48,73.5,4.761904762,3.675,8.5
367,2019-03-24,A,Yangon,Existing,Male,Home and lifestyle,65.94,4,13.188,276.948,Cash,Customer Paid,468-88-0009,3/24/2019,10:29,263.76,4.761904762,13.188,6.0
662,2019-03-24,B,Mandalay,Existing,Female,Fashion accessories,58.75,6,17.625,370.125,Credit card,Free,725-67-2480,3/24/2019,18:14,352.5,4.761904762,17.625,5.9
828,2019-03-24,C,Naypyitaw,New,Male,Electronic accessories,64.95,10,32.475,681.975,Cash,Customer Paid,538-22-0304,3/24/2019,18:27,649.5,4.761904762,32.475,5.2
216,2019-03-24,B,Mandalay,New,Female,Sports and travel,24.77,5,6.1925,130.0425,Cash,Customer Paid,560-30-5617,3/24/2019,18:27,123.85,4.761904762,6.1925,8.5
108,2019-03-24,C,Naypyitaw,New,Female,Food and beverages,33.98,9,15.291,321.111,Cash,Customer Paid,588-01-7461,3/24/2019,10:43,305.82,4.761904762,15.291,4.2
930,2019-03-24,B,Mandalay,New,Male,Home and lifestyle,99.92,6,29.976,629.496,Ewallet,Free,641-62-7288,3/24/2019,13:33,599.52,4.761904762,29.976,7.1
599,2019-03-24,A,Yangon,Existing,Female,Home and lifestyle,70.32,2,7.032,147.672,Ewallet,Free,334-64-2006,3/24/2019,14:22,140.64,4.761904762,7.032,9.6
905,2019-03-24,C,Naypyitaw,Existing,Female,Home and lifestyle,78.38,4,15.676,329.196,Cash,Customer Paid,118-62-1812,3/24/2019,17:56,313.52,4.761904762,15.676,7.9
907,2019-03-24,B,Mandalay,New,Female,Health and beauty,82.88,5,20.72,435.12,Credit card,Free,851-98-3555,3/24/2019,14:08,414.4,4.761904762,20.72,6.6
286,2019-03-24,C,Naypyitaw,Existing,Male,Home and lifestyle,74.86,1,3.743,78.603,Cash,Customer Paid,593-95-4461,3/24/2019,14:49,74.86,4.761904762,3.743,6.9
5,2019-03-25,C,Naypyitaw,New,Male,Electronic accessories,85.39,7,29.8865,627.6165,Ewallet,Free,699-14-3026,3/25/2019,18:30,597.73,4.761904762,29.8865,4.1
503,2019-03-25,B,Mandalay,New,Female,Sports and travel,93.31,2,9.331,195.951,Cash,Customer Paid,282-35-2475,3/25/2019,17:53,186.62,4.761904762,9.331,6.3
554,2019-03-25,A,Yangon,Existing,Male,Electronic accessories,19.32,7,6.762,142.002,Cash,Customer Paid,134-75-2619,3/25/2019,18:51,135.24,4.761904762,6.762,6.9
86,2019-03-25,C,Naypyitaw,New,Male,Fashion accessories,76.52,5,19.13,401.73,Cash,Customer Paid,362-58-8315,3/25/2019,10:23,382.6,4.761904762,19.13,9.9
968,2019-03-25,A,Yangon,New,Female,Health and beauty,15.8,3,2.37,49.77,Cash,Customer Paid,605-03-2706,3/25/2019,18:02,47.4,4.761904762,2.37,9.5
329,2019-03-25,A,Yangon,Existing,Male,Electronic accessories,36.36,4,7.272,152.712,Cash,Customer Paid,340-66-0321,3/25/2019,13:07,145.44,4.761904762,7.272,7.6
820,2019-03-25,B,Mandalay,New,Male,Electronic accessories,52.89,4,10.578,222.138,Ewallet,Free,366-43-6862,3/25/2019,16:32,211.56,4.761904762,10.578,6.7
759,2019-03-25,A,Yangon,New,Female,Food and beverages,55.39,4,11.078,232.638,Ewallet,Free,156-95-3964,3/25/2019,15:19,221.56,4.761904762,11.078,8.0
400,2019-03-25,C,Naypyitaw,New,Female,Food and beverages,39.43,6,11.829,248.409,Credit card,Free,110-05-6330,3/25/2019,20:18,236.58,4.761904762,11.829,9.4
946,2019-03-26,C,Naypyitaw,Existing,Male,Electronic accessories,84.25,2,8.425,176.925,Credit card,Free,859-97-6048,3/26/2019,14:13,168.5,4.761904762,8.425,5.3
449,2019-03-26,B,Mandalay,Existing,Female,Sports and travel,39.12,1,1.956,41.076,Credit card,Free,449-27-2918,3/26/2019,11:02,39.12,4.761904762,1.956,9.6
196,2019-03-26,C,Naypyitaw,Existing,Male,Health and beauty,43.7,2,4.37,91.77,Cash,Customer Paid,848-24-9445,3/26/2019,18:03,87.4,4.761904762,4.37,4.9
902,2019-03-26,A,Yangon,Existing,Female,Health and beauty,27.73,5,6.9325,145.5825,Credit card,Free,595-94-9924,3/26/2019,20:21,138.65,4.761904762,6.9325,4.2
748,2019-03-26,B,Mandalay,Existing,Female,Home and lifestyle,12.29,9,5.5305,116.1405,Credit card,Free,487-79-6868,3/26/2019,19:28,110.61,4.761904762,5.5305,8.0
763,2019-03-26,A,Yangon,Existing,Female,Health and beauty,10.69,5,2.6725,56.1225,Ewallet,Free,587-73-4862,3/26/2019,11:07,53.45,4.761904762,2.6725,7.6
533,2019-03-26,C,Naypyitaw,New,Female,Food and beverages,16.31,9,7.3395,154.1295,Ewallet,Free,236-27-1144,3/26/2019,10:31,146.79,4.761904762,7.3395,8.4
827,2019-03-26,A,Yangon,Existing,Male,Fashion accessories,41.28,3,6.192,130.032,Credit card,Free,760-53-9233,3/26/2019,18:37,123.84,4.761904762,6.192,8.5
100,2019-03-26,C,Naypyitaw,Existing,Male,Fashion accessories,48.71,1,2.4355,51.1455,Cash,Customer Paid,163-56-7055,3/26/2019,19:20,48.71,4.761904762,2.4355,4.1
305,2019-03-26,A,Yangon,Existing,Male,Electronic accessories,72.2,7,25.27,530.67,Ewallet,Free,411-77-0180,3/26/2019,20:14,505.4,4.761904762,25.27,4.3
578,2019-03-26,A,Yangon,New,Female,Health and beauty,64.27,4,12.854,269.934,Cash,Customer Paid,797-88-0493,3/26/2019,13:54,257.08,4.761904762,12.854,7.7
835,2019-03-26,A,Yangon,New,Male,Fashion accessories,52.38,1,2.619,54.999,Cash,Customer Paid,807-34-3742,3/26/2019,19:44,52.38,4.761904762,2.619,5.8
520,2019-03-26,B,Mandalay,New,Female,Electronic accessories,45.71,3,6.8565,143.9865,Credit card,Free,734-91-1155,3/26/2019,10:34,137.13,4.761904762,6.8565,7.7
586,2019-03-27,A,Yangon,New,Female,Food and beverages,52.34,3,7.851,164.871,Cash,Customer Paid,278-86-2735,3/27/2019,14:03,157.02,4.761904762,7.851,9.2
159,2019-03-27,B,Mandalay,New,Male,Sports and travel,93.39,6,28.017,588.357,Ewallet,Free,423-57-2993,3/27/2019,19:18,560.34,4.761904762,28.017,10.0
701,2019-03-27,B,Mandalay,New,Male,Food and beverages,32.32,3,4.848,101.808,Credit card,Free,176-64-7711,3/27/2019,19:11,96.96,4.761904762,4.848,4.3
642,2019-03-27,B,Mandalay,Existing,Male,Electronic accessories,55.67,2,5.567,116.907,Ewallet,Free,794-32-2436,3/27/2019,15:08,111.34,4.761904762,5.567,6.0
56,2019-03-27,A,Yangon,Existing,Male,Home and lifestyle,44.34,2,4.434,93.114,Cash,Customer Paid,106-35-6779,3/27/2019,11:26,88.68,4.761904762,4.434,5.8
87,2019-03-27,A,Yangon,Existing,Male,Food and beverages,49.38,7,17.283,362.943,Credit card,Free,633-44-8566,3/27/2019,20:35,345.66,4.761904762,17.283,7.3
908,2019-03-27,A,Yangon,Existing,Female,Food and beverages,79.54,2,7.954,167.034,Ewallet,Free,186-71-5196,3/27/2019,16:30,159.08,4.761904762,7.954,6.2
910,2019-03-27,B,Mandalay,Existing,Female,Food and beverages,29.15,3,4.3725,91.8225,Credit card,Free,313-66-9943,3/27/2019,20:29,87.45,4.761904762,4.3725,7.3
941,2019-03-27,C,Naypyitaw,Existing,Male,Fashion accessories,99.82,9,44.919,943.299,Cash,Customer Paid,702-83-5291,3/27/2019,10:43,898.38,4.761904762,44.919,6.6
149,2019-03-27,A,Yangon,New,Male,Health and beauty,32.46,8,12.984,272.664,Credit card,Free,238-49-0436,3/27/2019,13:48,259.68,4.761904762,12.984,4.9
103,2019-03-28,A,Yangon,New,Male,Food and beverages,58.26,6,17.478,367.038,Cash,Customer Paid,212-62-1842,3/28/2019,16:44,349.56,4.761904762,17.478,9.9
716,2019-03-28,A,Yangon,Existing,Female,Fashion accessories,71.46,7,25.011,525.231,Ewallet,Free,857-16-3520,3/28/2019,16:06,500.22,4.761904762,25.011,4.5
348,2019-03-28,A,Yangon,New,Male,Electronic accessories,26.02,7,9.107,191.247,Cash,Customer Paid,531-80-1784,3/28/2019,17:38,182.14,4.761904762,9.107,5.1
208,2019-03-28,B,Mandalay,New,Female,Fashion accessories,30.37,3,4.5555,95.6655,Ewallet,Free,573-58-9734,3/28/2019,13:41,91.11,4.761904762,4.5555,5.1
620,2019-03-28,A,Yangon,New,Female,Food and beverages,71.68,3,10.752,225.792,Credit card,Free,420-97-3340,3/28/2019,15:30,215.04,4.761904762,10.752,9.2
464,2019-03-28,A,Yangon,Existing,Male,Food and beverages,51.34,5,12.835,269.535,Credit card,Free,470-32-9057,3/28/2019,15:31,256.7,4.761904762,12.835,9.1
338,2019-03-28,C,Naypyitaw,New,Female,Electronic accessories,47.65,3,7.1475,150.0975,Credit card,Free,633-09-3463,3/28/2019,12:58,142.95,4.761904762,7.1475,9.5
944,2019-03-28,A,Yangon,Existing,Male,Health and beauty,10.08,7,3.528,74.088,Cash,Customer Paid,333-23-2632,3/28/2019,20:14,70.56,4.761904762,3.528,4.2
420,2019-03-28,C,Naypyitaw,Existing,Female,Food and beverages,38.6,3,5.79,121.59,Ewallet,Free,266-76-6436,3/28/2019,13:57,115.8,4.761904762,5.79,7.5
607,2019-03-28,C,Naypyitaw,Existing,Female,Food and beverages,49.79,4,9.958,209.118,Credit card,Free,544-32-5024,3/28/2019,19:16,199.16,4.761904762,9.958,6.4
508,2019-03-29,B,Mandalay,Existing,Male,Health and beauty,61.29,5,15.3225,321.7725,Cash,Customer Paid,291-21-5991,3/29/2019,14:28,306.45,4.761904762,15.3225,7.0
705,2019-03-29,B,Mandalay,New,Male,Health and beauty,71.77,7,25.1195,527.5095,Cash,Customer Paid,186-79-9562,3/29/2019,14:06,502.39,4.761904762,25.1195,8.9
559,2019-03-29,A,Yangon,Existing,Female,Home and lifestyle,72.42,3,10.863,228.123,Ewallet,Free,218-59-9410,3/29/2019,16:54,217.26,4.761904762,10.863,8.2
988,2019-03-29,C,Naypyitaw,Existing,Male,Electronic accessories,82.34,10,41.17,864.57,Ewallet,Free,267-62-7380,3/29/2019,19:12,823.4,4.761904762,41.17,4.3
14,2019-03-29,A,Yangon,New,Female,Health and beauty,71.38,10,35.69,749.49,Cash,Customer Paid,829-34-3910,3/29/2019,19:21,713.8,4.761904762,35.69,5.7
296,2019-03-29,C,Naypyitaw,New,Male,Electronic accessories,28.84,4,5.768,121.128,Cash,Customer Paid,727-75-6477,3/29/2019,14:44,115.36,4.761904762,5.768,6.4
516,2019-03-29,B,Mandalay,Existing,Male,Health and beauty,54.86,5,13.715,288.015,Ewallet,Free,425-85-2085,3/29/2019,16:48,274.3,4.761904762,13.715,9.8
96,2019-03-29,B,Mandalay,New,Male,Health and beauty,87.87,10,43.935,922.635,Ewallet,Free,766-85-7061,3/29/2019,10:25,878.7,4.761904762,43.935,5.1
306,2019-03-30,A,Yangon,New,Female,Sports and travel,40.23,7,14.0805,295.6905,Cash,Customer Paid,286-01-5402,3/30/2019,13:22,281.61,4.761904762,14.0805,9.6
643,2019-03-30,C,Naypyitaw,Existing,Female,Food and beverages,72.52,8,29.008,609.168,Credit card,Free,131-15-8856,3/30/2019,19:26,580.16,4.761904762,29.008,4.0
671,2019-03-30,B,Mandalay,Existing,Male,Food and beverages,93.4,2,9.34,196.14,Cash,Customer Paid,642-61-4706,3/30/2019,16:34,186.8,4.761904762,9.34,5.5
473,2019-03-30,B,Mandalay,Existing,Male,Health and beauty,72.57,8,29.028,609.588,Cash,Customer Paid,731-59-7531,3/30/2019,17:58,580.56,4.761904762,29.028,4.6
646,2019-03-30,C,Naypyitaw,New,Male,Health and beauty,70.21,6,21.063,442.323,Cash,Customer Paid,778-89-7974,3/30/2019,14:58,421.26,4.761904762,21.063,7.4
883,2019-03-30,A,Yangon,Existing,Female,Home and lifestyle,34.42,6,10.326,216.846,Ewallet,Free,291-55-6563,3/30/2019,12:45,206.52,4.761904762,10.326,7.5
158,2019-03-30,B,Mandalay,Existing,Male,Health and beauty,97.22,9,43.749,918.729,Ewallet,Free,743-04-1105,3/30/2019,14:43,874.98,4.761904762,43.749,6.0
881,2019-03-30,C,Naypyitaw,Existing,Female,Fashion accessories,10.18,8,4.072,85.512,Credit card,Free,115-38-7388,3/30/2019,12:51,81.44,4.761904762,4.072,9.5
963,2019-03-30,C,Naypyitaw,Existing,Male,Electronic accessories,96.82,3,14.523,304.983,Cash,Customer Paid,364-34-2972,3/30/2019,20:37,290.46,4.761904762,14.523,6.7
937,2019-03-30,A,Yangon,New,Female,Sports and travel,89.48,5,22.37,469.77,Cash,Customer Paid,361-85-2571,3/30/2019,10:18,447.4,4.761904762,22.37,7.4
474,2019-03-30,A,Yangon,Existing,Female,Electronic accessories,64.44,5,16.11,338.31,Cash,Customer Paid,676-39-6028,3/30/2019,17:04,322.2,4.761904762,16.11,6.6
